Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Low Freq (Hz)	High Freq (Hz)
160	Spectrogram 1	1	4882.603790000	4883.298688982	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	504.995600	23636.40000	30909.10000
161	Spectrogram 1	1	4883.322690000	4883.349853000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	505.714500	43181.80000	46363.60000
162	Spectrogram 1	1	4883.333390000	4883.860004063	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	505.725200	22727.30000	29545.50000
163	Spectrogram 1	1	4883.901790000	4884.343870103	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	506.293600	23181.80000	28181.80000
164	Spectrogram 1	1	4884.903890000	4884.955535206	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	507.295700	41818.20000	48181.80000
165	Spectrogram 1	1	4884.949490000	4885.574737415	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	507.341300	23636.40000	29090.90000
166	Spectrogram 1	1	4888.830890000	4889.467273000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	511.222700	24090.90000	28181.80000
167	Spectrogram 1	1	4892.388190000	4892.411472000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	514.780000	42272.70000	48636.40000
168	Spectrogram 1	1	4892.417290000	4893.348581000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	514.809100	24090.90000	30000.00000
169	Spectrogram 1	1	4893.950990000	4893.995615000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	516.342800	44090.90000	50000.00000
170	Spectrogram 1	1	4893.986890000	4894.584469000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	516.378700	23636.40000	30000.00000
171	Spectrogram 1	1	4900.281890000	4900.308083000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	522.673700	43181.80000	50909.10000
172	Spectrogram 1	1	4900.348790000	4901.281051000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	522.740600	23181.80000	30454.50000
173	Spectrogram 1	1	4908.404490000	4908.426802000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	530.796300	50909.10000	57272.70000
174	Spectrogram 1	1	4908.428690000	4909.327826013	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	530.820500	23181.80000	34545.50000
175	Spectrogram 1	1	4914.114490000	4914.129042000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	536.506300	41818.20000	46818.20000
176	Spectrogram 1	1	4914.132890000	4915.074853000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	536.524700	22272.70000	29545.50000
177	Spectrogram 1	1	4915.171890000	4915.878119000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	537.563700	20454.50000	25909.10000
178	Spectrogram 1	1	5091.695290000	5092.707099000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	714.087100	21363.60000	28181.80000
180	Spectrogram 1	1	5094.323290000	5095.324429000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	716.715100	21363.60000	24090.90000
181	Spectrogram 1	1	5095.409790000	5095.440833000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	717.801600	39090.90000	43636.40000
182	Spectrogram 1	1	5100.758890000	5101.799802000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	723.150700	21363.60000	27272.70000
183	Spectrogram 1	1	5105.887790000	5106.785128000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	728.279600	22272.70000	30000.00000
184	Spectrogram 1	1	5118.405890000	5119.355613000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	740.797700	21363.60000	27272.70000
185	Spectrogram 1	1	5119.435090000	5119.998715000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	741.826900	20909.10000	24545.50000
186	Spectrogram 1	1	5128.683990000	5129.614311000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	751.075800	21363.60000	28181.80000
187	Spectrogram 1	1	5129.910190000	5130.408819000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	752.302000	21818.20000	26363.60000
188	Spectrogram 1	1	5138.727390000	5139.592714000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	761.119200	22272.70000	27727.30000
189	Spectrogram 1	1	5145.939090000	5146.670541000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	768.330900	23181.80000	27727.30000
190	Spectrogram 1	1	5147.041090000	5147.648369000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	769.432900	22727.30000	28181.80000
191	Spectrogram 1	1	5162.138190000	5162.882685524	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	784.530000	24090.90000	28181.80000
192	Spectrogram 1	1	5317.898190000	5317.923413000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	940.290000	44090.90000	50000.00000
193	Spectrogram 1	1	5317.880690000	5317.900092000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	940.272500	57272.70000	67272.70000
194	Spectrogram 1	1	5338.960890000	5338.991933000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	961.352700	62727.30000	72272.70000
195	Spectrogram 1	1	5717.323190000	5717.366844000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1339.715000	58181.80000	67272.70000
196	Spectrogram 1	1	5753.853090000	5753.862791000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1376.244900	77727.30000	85000.00000
197	Spectrogram 1	1	5753.961790000	5753.994773000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1376.353600	52727.30000	63636.40000
198	Spectrogram 1	1	5794.571890000	5794.630096000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1416.963700	53181.80000	68636.40000
199	Spectrogram 1	1	5818.853390000	5818.888314000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1441.245200	58636.40000	63636.40000
200	Spectrogram 1	1	5824.907290000	5824.941781648	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1447.299100	52230.48300	76363.60000
201	Spectrogram 1	1	5852.115990000	5852.169422669	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1474.507800	42007.43500	50454.50000
202	Spectrogram 1	1	5872.905190000	5872.953629721	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1495.297000	57272.70000	68181.80000
203	Spectrogram 1	1	5875.257590000	5875.263410000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1497.649400	59545.50000	67727.30000
204	Spectrogram 1	1	5875.222690000	5875.253733000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1497.614500	55000.00000	64090.90000
205	Spectrogram 1	1	5875.251790000	5875.261491000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1497.643600	44545.50000	50454.50000
206	Spectrogram 1	1	5887.362490000	5887.444948000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1509.754300	53181.80000	58181.80000
207	Spectrogram 1	1	5892.009290000	5892.059735000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1514.401100	53636.40000	65000.00000
208	Spectrogram 1	1	5901.725690000	5901.740241000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1524.117500	56363.60000	62727.30000
209	Spectrogram 1	1	5901.739290000	5901.784160715	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1524.131100	44423.79200	47727.30000
210	Spectrogram 1	1	5902.304890000	5902.393169000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1524.696700	50000.00000	56363.60000
211	Spectrogram 1	1	5915.430290000	5915.485585000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1537.822100	50909.10000	62727.30000
212	Spectrogram 1	1	5933.298390000	5933.327492000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1555.690200	56363.60000	66818.20000
213	Spectrogram 1	1	5934.812790000	5934.844618144	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1557.204600	66818.20000	84758.36400
214	Spectrogram 1	1	5934.798190000	5934.818562000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1557.190000	47272.70000	61363.60000
215	Spectrogram 1	1	5935.039790000	5935.084415000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1557.431600	47727.30000	55000.00000
216	Spectrogram 1	1	5937.086890000	5937.128412923	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1559.478700	51115.24200	63636.40000
217	Spectrogram 1	1	5939.572990000	5939.631196000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1561.964800	55000.00000	62727.30000
218	Spectrogram 1	1	5969.421890000	5969.466515000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1591.813700	50909.10000	61363.60000
219	Spectrogram 1	1	5969.677990000	5969.725525000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1592.069800	50909.10000	67272.70000
220	Spectrogram 1	1	5982.922690000	5982.956644000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1605.314500	54090.90000	66818.20000
221	Spectrogram 1	1	6002.264390000	6002.339088000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1624.656200	45454.50000	58636.40000
222	Spectrogram 1	1	6002.444390000	6002.457001000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1624.836200	73636.40000	84545.50000
223	Spectrogram 1	1	6002.427890000	6002.450202000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1624.819700	51818.20000	65909.10000
224	Spectrogram 1	1	6002.621890000	6002.677186000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1625.013700	58181.80000	79090.90000
225	Spectrogram 1	1	6002.650990000	6002.656811000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1625.042800	43181.80000	55909.10000
226	Spectrogram 1	1	6002.924590000	6002.933321000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1625.316400	74090.90000	89090.90000
227	Spectrogram 1	1	6002.869290000	6002.927495000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1625.261100	52272.70000	68181.80000
228	Spectrogram 1	1	6003.384390000	6003.424164000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1625.776200	50909.10000	61363.60000
229	Spectrogram 1	1	6003.764690000	6003.787973000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1626.156500	50909.10000	62727.30000
230	Spectrogram 1	1	6004.207090000	6004.271116000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1626.598900	55909.10000	67272.70000
231	Spectrogram 1	1	6009.058490000	6009.122517000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1631.450300	52727.30000	58636.40000
232	Spectrogram 1	1	6010.111790000	6010.161483958	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1632.503600	41358.02500	58636.40000
233	Spectrogram 1	1	6010.159590000	6010.166381000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1632.551400	66363.60000	75909.10000
234	Spectrogram 1	1	6009.878190000	6009.896102868	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1632.270000	66666.66700	89545.50000
235	Spectrogram 1	1	6010.573790000	6010.645577000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1632.965600	52727.30000	62272.70000
236	Spectrogram 1	1	6010.447890000	6010.469042256	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1632.839700	61111.11100	82272.70000
237	Spectrogram 1	1	6010.995790000	6011.047205000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1633.387600	55454.50000	61818.20000
238	Spectrogram 1	1	6010.471890000	6010.479651000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1632.863700	75909.10000	86363.60000
239	Spectrogram 1	1	6013.439490000	6013.498666000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1635.831300	57272.70000	62727.30000
240	Spectrogram 1	1	6018.757590000	6018.864290821	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1641.149400	54090.90000	60454.50000
241	Spectrogram 1	1	6022.137290000	6022.200346000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1644.529100	52727.30000	61363.60000
242	Spectrogram 1	1	6022.665990000	6022.715464000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1645.057800	51818.20000	65454.50000
243	Spectrogram 1	1	6022.837690000	6022.911418000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1645.229500	50454.50000	58181.80000
244	Spectrogram 1	1	6024.903090000	6024.953535000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1647.294900	54545.50000	68181.80000
245	Spectrogram 1	1	6026.832590000	6026.893706000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1649.224400	70454.50000	86363.60000
246	Spectrogram 1	1	6026.410590000	6026.462975000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1648.802400	66363.60000	85909.10000
247	Spectrogram 1	1	6026.972290000	6027.060465769	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1649.364100	46282.52800	55909.10000
248	Spectrogram 1	1	6026.669590000	6026.730854315	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1649.061400	47955.39000	55909.10000
249	Spectrogram 1	1	6029.102590000	6029.153035000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1651.494400	55454.50000	66818.20000
250	Spectrogram 1	1	6029.404290000	6029.453765000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1651.796100	54545.50000	61818.20000
251	Spectrogram 1	1	6032.018690000	6032.109884067	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1654.410500	50929.36800	60454.50000
252	Spectrogram 1	1	6036.269490000	6036.326003305	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1658.661300	52469.13600	64545.50000
253	Spectrogram 1	1	6036.668390000	6036.740177000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1659.060200	47727.30000	55909.10000
254	Spectrogram 1	1	6036.430690000	6036.439421000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1658.822500	72727.30000	86363.60000
255	Spectrogram 1	1	6037.091290000	6037.167927000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1659.483100	51363.60000	62727.30000
256	Spectrogram 1	1	6040.259690000	6040.323716000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1662.651500	56363.60000	65909.10000
257	Spectrogram 1	1	6041.745890000	6041.762382000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1664.137700	72272.70000	85454.50000
258	Spectrogram 1	1	6042.388990000	6042.452046000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1664.780800	56363.60000	63181.80000
259	Spectrogram 1	1	6048.492890000	6048.574378000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1670.884700	54090.90000	60454.50000
260	Spectrogram 1	1	6049.716190000	6049.765664000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1672.108000	65909.10000	89090.90000
261	Spectrogram 1	1	6049.967390000	6050.001494468	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1672.359200	63636.40000	79545.50000
262	Spectrogram 1	1	6049.937290000	6049.998595582	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1672.329100	40454.50000	53636.40000
263	Spectrogram 1	1	6050.231290000	6050.310838000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1672.623100	50454.50000	60000.00000
264	Spectrogram 1	1	6051.127690000	6051.174255000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1673.519500	54545.50000	70909.10000
265	Spectrogram 1	1	6051.281890000	6051.345916000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1673.673700	50000.00000	58636.40000
266	Spectrogram 1	1	6051.691290000	6051.744645000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1674.083100	56363.60000	72272.70000
267	Spectrogram 1	1	6054.570490000	6054.631606000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1676.962300	51363.60000	59545.50000
268	Spectrogram 1	1	6054.715090000	6054.759715000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1677.106900	53636.40000	58636.40000
269	Spectrogram 1	1	6055.005090000	6055.081727000	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1677.396900	52727.30000	59090.90000
